Product ID,Variant ID,Handle,Title,Body (HTML),Vendor,Type,Tags,Status,Product Category ID,Product Category Name,Product Category Full Path,Created At,Updated At,SEO Title,SEO Description,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Barcode,Variant Tax Code,Variant Inventory Policy,Inventory Item ID,Cost per item,Variant Grams,Variant Weight Unit,Image URLs,Image Alt Text,Last Synced,Delete,Sync Status,custom.asdfg,shopify.color-pattern,shopify.style,shopify.suitable-space,test_data.binding_mount,test_data.snowboard_length,Inventory Qty - My Custom Location,Inventory Qty - Shop location,Collection Names,Collection Handles,test_data.snowboard_weight,global.title_tag,global.description_tag,custom.color
gid://shopify/Product/9386568679645,gid://shopify/ProductVariant/47521623736541,the-videographer-snowboard,The Videographer Snowboard,,divyanshgunjanprateek,snowboard,,ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:28:38Z,,,Title,Default Title,,,,,,3670.24,,,,DENY,gid://shopify/InventoryItem/49648329785565,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main.jpg?v=1772263965,"The top and bottom view of a snowboard. The top has view is turquoise and black with graphics of
        trees. The bottom view is turquoise with the word hydrogen written in cursive.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,50,,,,,,
gid://shopify/Product/9386568712413,gid://shopify/ProductVariant/47521623015645,the-minimal-snowboard,The Minimal Snowboard,,divyanshgunjanprateek,,,ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:28:39Z,,,Title,Default Title,,,,,,3336.58,,,,DENY,gid://shopify/InventoryItem/49648329097437,,0.0,POUNDS,,,2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,50,,,,,,
gid://shopify/Product/9386568745181,gid://shopify/ProductVariant/47521623343325,the-collection-snowboard-hydrogen,The Collection Snowboard: Hydrogen,,Hydrogen Vendor,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:28:40Z,,,Title,Default Title,,,,,,2259.68,,,,DENY,gid://shopify/InventoryItem/49648329425117,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_0a40b01b-5021-48c1-80d1-aa8ab4876d3d.jpg?v=1772263970,"Top and bottom view of a snowboard. The top view shows stylized hydrogen bonds and the bottom view shows ""H2"" in a brush script typeface.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,Optimistic,,0,50,Hydrogen,hydrogen,,,,
gid://shopify/Product/9386568777949,gid://shopify/ProductVariant/47521623703773,the-compare-at-price-snowboard,The Compare at Price Snowboard,,divyanshgunjanprateek,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-27T09:27:07Z,,,Title,Default Title,,,,,,2959.97,885.95,,,DENY,gid://shopify/InventoryItem/49648329818333,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/snowboard_sky.png?v=1772263965,Top and bottom view of a snowboard. The top view shows pixelated clouds,2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,10,,,,,,
gid://shopify/Product/9386568810717,gid://shopify/ProductVariant/47521623769309,the-hidden-snowboard,The Hidden Snowboard,,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-27T09:27:07Z,Hidden Snowboard,hidden snowboard winter sport snowboarding,Title,Default Title,,,,,,2824.38,,,,DENY,gid://shopify/InventoryItem/49648329851101,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_c8ff0b5d-c712-429a-be00-b29bd55cbc9d.jpg?v=1772263964,"The top view and bottom view of a snowboard. The top view is black with a singular peach cube.
        The bottom view has a graphic of a stack of blocks in a gradient from light blue",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,50,,,"{""value"":8.0,""unit"":""POUNDS""}",Hidden Snowboard,hidden snowboard winter sport snowboarding,
gid://shopify/Product/9386568843485,gid://shopify/ProductVariant/47521623048413,the-out-of-stock-snowboard,The Out of Stock Snowboard,,divyanshgunjanprateek,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:28:43Z,,,Title,Default Title,,,,,,3336.58,,,,DENY,gid://shopify/InventoryItem/49648329130205,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_f44a9605-cd62-464d-b095-d45cdaa0d0d7.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows a toggle at the top in shades of blue and
        yellow. The bottom view shows an abstract illustration of toggles in blues and yellows.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,0,,,,,,
gid://shopify/Product/9386568876253,gid://shopify/ProductVariant/47521623507165,the-complete-snowboard,The Complete Snowboard,This <b>PREMIUM</b> <i>snowboard</i> is so <b>SUPER</b><i>DUPER</i> awesome!,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:22:44Z,Complete Snowboard,snowboard winter sport snowboarding,Color,Ice,,,,,,2178.58,,,,DENY,gid://shopify/InventoryItem/49648329556189,,10.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_589fc064-24a2-4236-9eaf-13b2bd35d21d.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows abstract circles and lines in shades of
          teal. The bottom view shows abstract circles and lines in shades of purple and blue with the text “SHOPIFY”
          in a sans serif typeface on top.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,10,,,"{""value"":7.0,""unit"":""POUNDS""}",Complete Snowboard,snowboard winter sport snowboarding,
gid://shopify/Product/9386568876253,gid://shopify/ProductVariant/47521623539933,the-complete-snowboard,The Complete Snowboard,This <b>PREMIUM</b> <i>snowboard</i> is so <b>SUPER</b><i>DUPER</i> awesome!,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:22:44Z,Complete Snowboard,snowboard winter sport snowboarding,Color,Dawn,,,,,,2178.58,,,,DENY,gid://shopify/InventoryItem/49648329588957,,10.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_589fc064-24a2-4236-9eaf-13b2bd35d21d.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows abstract circles and lines in shades of
          teal. The bottom view shows abstract circles and lines in shades of purple and blue with the text “SHOPIFY”
          in a sans serif typeface on top.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,10,,,"{""value"":7.0,""unit"":""POUNDS""}",Complete Snowboard,snowboard winter sport snowboarding,
gid://shopify/Product/9386568876253,gid://shopify/ProductVariant/47521623572701,the-complete-snowboard,The Complete Snowboard,This <b>PREMIUM</b> <i>snowboard</i> is so <b>SUPER</b><i>DUPER</i> awesome!,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:22:44Z,Complete Snowboard,snowboard winter sport snowboarding,Color,Powder,,,,,,2178.58,,,,DENY,gid://shopify/InventoryItem/49648329621725,,10.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_589fc064-24a2-4236-9eaf-13b2bd35d21d.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows abstract circles and lines in shades of
          teal. The bottom view shows abstract circles and lines in shades of purple and blue with the text “SHOPIFY”
          in a sans serif typeface on top.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,10,,,"{""value"":7.0,""unit"":""POUNDS""}",Complete Snowboard,snowboard winter sport snowboarding,
gid://shopify/Product/9386568876253,gid://shopify/ProductVariant/47521623605469,the-complete-snowboard,The Complete Snowboard,This <b>PREMIUM</b> <i>snowboard</i> is so <b>SUPER</b><i>DUPER</i> awesome!,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:22:44Z,Complete Snowboard,snowboard winter sport snowboarding,Color,Electric,,,,,,2178.58,,,,DENY,gid://shopify/InventoryItem/49648329654493,,10.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_589fc064-24a2-4236-9eaf-13b2bd35d21d.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows abstract circles and lines in shades of
          teal. The bottom view shows abstract circles and lines in shades of purple and blue with the text “SHOPIFY”
          in a sans serif typeface on top.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,10,,,"{""value"":7.0,""unit"":""POUNDS""}",Complete Snowboard,snowboard winter sport snowboarding,
gid://shopify/Product/9386568876253,gid://shopify/ProductVariant/47521623638237,the-complete-snowboard,The Complete Snowboard,This <b>PREMIUM</b> <i>snowboard</i> is so <b>SUPER</b><i>DUPER</i> awesome!,Snowboard Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:42Z,2026-03-10T12:22:44Z,Complete Snowboard,snowboard winter sport snowboarding,Color,Sunset,,,,,,2178.58,,,,DENY,gid://shopify/InventoryItem/49648329687261,,10.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_589fc064-24a2-4236-9eaf-13b2bd35d21d.jpg?v=1772263964,"Top and bottom view of a snowboard. The top view shows abstract circles and lines in shades of
          teal. The bottom view shows abstract circles and lines in shades of purple and blue with the text “SHOPIFY”
          in a sans serif typeface on top.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,10,,,"{""value"":7.0,""unit"":""POUNDS""}",Complete Snowboard,snowboard winter sport snowboarding,
gid://shopify/Product/9386569072861,gid://shopify/ProductVariant/47521624064221,the-multi-location-snowboard,The Multi-location Snowboard,,divyanshgunjanprateek,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:43Z,2026-03-10T12:22:46Z,,,Title,Default Title,,,,,,2271.97,,,,DENY,gid://shopify/InventoryItem/49648330113245,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_0a4e9096-021a-4c1e-8750-24b233166a12.jpg?v=1772263965,"Top and bottom view of a snowboard. The top view shows a pixelated Shopify bag logo and a
        pixelated character reviewing a clipboard with a questioning expression with a bright green-blue background.
        The bottom view is a pattern of many pixel characters with a bright green-blue background.",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,50,50,,,,,,
gid://shopify/Product/9386569236701,gid://shopify/ProductVariant/47521624129757,the-collection-snowboard-oxygen,The Collection Snowboard: Oxygen,,Hydrogen Vendor jhgfdssssssssssssssssssa,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:43Z,2026-03-27T09:27:07Z,,,Title,Default Title,,,,,,2900.26,,,,DENY,gid://shopify/InventoryItem/49648330211549,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_d624f226-0a89-4fe1-b333-0d1548b43c06.jpg?v=1772263965,Top and bottom view of a snowboard. The top view shows a stylized scene of trees,2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,Optimistic,,0,50,Hydrogen,hydrogen,,,,
gid://shopify/Product/9386569269469,gid://shopify/ProductVariant/47521624162525,the-multi-managed-snowboard,The Multi-managed Snowboard,,Multi-managed Vendor,snowboard,"Premium, Snow, Snowboard, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:43Z,2026-03-27T09:27:07Z,,,Title,Default Title,,,,,sku-managed-1,1782.47,,,,DENY,gid://shopify/InventoryItem/49648330244317,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_9129b69a-0c7b-4f66-b6cf-c4222f18028a.jpg?v=1772263965,"Top and bottom view of a snowboard. The top view shows an illustration with varied outlined shapes
        in black. The bottom view shows a black box character with an H pointing",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,"{""value"":159.0,""unit"":""CENTIMETERS""}",0,50,,,,,,
gid://shopify/Product/9386569302237,gid://shopify/ProductVariant/47521624260829,the-3p-fulfilled-snowboard,The 3p Fulfilled Snowboard,,divyanshgunjanprateek,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:43Z,2026-03-27T09:27:07Z,,,Title,Default Title,,,,,sku-hosted-1,7441.53,,,,DENY,gid://shopify/InventoryItem/49648330309853,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1772263965,"Top and bottom view of a snowboard. The top view shows 7 stacked hexagons and the bottom view
          shows a small",2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,0,,,,,,
gid://shopify/Product/9386569531613,gid://shopify/ProductVariant/47521624490205,the-collection-snowboard-liquid,The Collection Snowboard: Liquid,,Hydrogen Vendor,snowboard,"Accessory, Sport, Winter",ACTIVE,,,,2026-02-28T07:32:45Z,2026-03-27T09:27:07Z,,,Title,Default Title,,,,,,2122.0,,,,DENY,gid://shopify/InventoryItem/49648330571997,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/Main_b13ad453-477c-4ed1-9b43-81f3345adfd6.jpg?v=1772263966,Top and bottom view of a snowboard. The top view shows a stylized scene of water,2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,Optimistic,,0,50,Hydrogen,hydrogen,,,,
gid://shopify/Product/9387036999901,gid://shopify/ProductVariant/47522204221661,gyproc-gypboard-plain-gypsum-board-12-5-mm-1219-1829-mm-tapered-edge,Gyproc Gypboard Plain Gypsum Board – 12.5 mm | 1219 × 1829 mm | Tapered Edge,"<!-- SHORT PRODUCT DESCRIPTION (ABOVE THE FOLD) -->
<p><strong>Gyproc Gypboard® Plain</strong> is a standard gypsum plasterboard designed for interior walls and ceilings where normal fire, structural, and acoustic performance is required. It features a high-quality aerated gypsum core firmly bonded to durable paper liners, ensuring strength, stability, and a smooth surface finish.</p>
<!-- PRODUCT OVERVIEW -->
<h3>Product Overview</h3>
<p>Gyproc Gypboard® Plain is a standard plasterboard suitable for a wide range of dry construction applications. It is manufactured with an aerated gypsum core that is firmly bonded to strong paper liners, providing consistent performance, dimensional stability, and ease of installation.</p>
<p>This board is ideal for internal partitions, wall linings, and ceiling systems where standard fire resistance and acoustic performance are specified.</p>
<!-- KEY FEATURES -->
<h3>Key Features &amp; Benefits</h3>
<ul>
<li>Standard gypsum board for everyday interior applications</li>
<li>Smooth surface suitable for painting, wallpapering, and decorative finishes</li>
<li>Compatible with metal framing and drywall systems</li>
<li>Reliable fire and acoustic performance under normal conditions</li>
<li>Easy cutting, handling, and installation</li>
<li>Manufactured as per Indian and international standards</li>
</ul>
<!-- RECOMMENDED APPLICATIONS -->
<h3>Recommended Applications</h3>
<ul>
<li>Internal partition walls</li>
<li>Wall linings in residential and commercial buildings</li>
<li>False ceilings and soffits</li>
<li>Offices, retail spaces, homes, and institutions</li>
<li>Areas where normal fire, structural, and acoustic performance is required</li>
</ul>
<p><em>Not suitable for high-humidity or damp areas.</em></p>
<!-- TECHNICAL SPECIFICATIONS -->
<h3>Technical Specifications</h3>
<table width=""100%"" cellspacing=""0"" cellpadding=""8"" border=""1"">
<tbody>
<tr>
<th align=""left"">Parameter</th>
<th align=""left"">Value</th>
</tr>
<tr>
<td>Thickness</td>
<td>12.5 mm</td>
</tr>
<tr>
<td>Width</td>
<td>1219 mm</td>
</tr>
<tr>
<td>Length</td>
<td>1829 mm</td>
</tr>
<tr>
<td>Edge Type</td>
<td>Tapered (Longitudinal)</td>
</tr>
<tr>
<td>Thermal Conductivity (k)</td>
<td>0.16 W/m·K</td>
</tr>
<tr>
<td>Ignitability (BS 476 – Part 5)</td>
<td>Class P</td>
</tr>
<tr>
<td>Surface Spread of Flame (BS 476 – Part 7)</td>
<td>Class 1</td>
</tr>
<tr>
<td>Flexural Strength – Transverse</td>
<td>&gt;180 N</td>
</tr>
<tr>
<td>Flexural Strength – Longitudinal</td>
<td>&gt;500 N</td>
</tr>
</tbody>
</table>
<p><strong>Product Data Sheet Reference:</strong> PB01 – Gypboard® Plain</p>
<!-- STANDARDS -->
<h3>Standards &amp; Compliance</h3>
<ul>
<li>IS 2095 (Part 1): 2011</li>
<li>EN 520: 2004</li>
</ul>
<hr><!-- HANDLING & STORAGE -->
<h3>Handling &amp; Storage Guidelines</h3>
<ul>
<li>Store boards flat on a level surface</li>
<li>Keep in a dry, covered area protected from weather</li>
<li>Avoid exposure to temperatures above 49°C</li>
<li>Ensure cross-ventilation during storage</li>
<li>Handle boards carefully to prevent edge damage</li>
</ul>
<p><strong>Product Data Sheet Reference:</strong> PB01 – Gypboard® Plain</p>
<hr><!-- LIMITATIONS -->
<h3>Limitations &amp; Important Notes</h3>
<ul>
<li>Not suitable for high-humidity or damp locations</li>
<li>Not recommended where condensation risk is high</li>
</ul>
<p>For bathrooms, kitchens, or wet areas, use moisture-resistant gypsum boards.</p>
<hr><!-- WHAT'S INCLUDED -->
What’s Included
<ul>
<li>1 × Gyproc Gypboard® Plain Gypsum Board (12.5 × 1219 × 1829 mm)</li>
</ul>",SpaceBanao,Hardware > Building Materials > Drywall,Hardware > Building Materials > Drywall,ACTIVE,,,,2026-02-28T10:05:57Z,2026-03-09T08:08:53Z,,,Title,Default Title,,,,,,0.0,,,,DENY,gid://shopify/InventoryItem/49648910303453,,0.0,POUNDS,https://cdn.shopify.com/s/files/1/0815/1921/4813/files/gyproc-plain-gypsum-board-12-5mm-1219x1829-teSpaceBanao.png?v=1772273162,,2026-03-27T09:27:41.543892+00:00,,SKIPPED,,,,,,,0,0,,,,,,
